age,businesstravel,department,distancefromhome,education,educationfield,employeeid,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,trainingtimeslastyear,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement
33,Non-Travel,Sales,15,3,Other,3393,4,Research Director,Single,194360,1.0,19,2,4,6,0,4.0,3.0,3.0,3
29,Travel_Rarely,Human Resources,3,5,Life Sciences,3394,1,Sales Executive,Single,27230,6.0,11,1,2,0,0,4.0,1.0,3.0,2
33,Travel_Rarely,Research & Development,2,2,Technical Degree,3395,2,Laboratory Technician,Single,34790,3.0,12,0,3,0,2,2.0,4.0,3.0,3
45,Travel_Rarely,Research & Development,26,1,Medical,3396,3,Healthcare Representative,Divorced,27940,3.0,19,1,2,0,2,4.0,4.0,3.0,3
50,Travel_Rarely,Sales,10,1,Life Sciences,3397,1,Manufacturing Director,Divorced,52490,9.0,21,2,2,1,3,4.0,4.0,2.0,2
33,Travel_Frequently,Sales,1,3,Marketing,3398,2,Human Resources,Married,21760,1.0,14,1,2,1,2,3.0,2.0,3.0,2
41,Travel_Frequently,Sales,11,3,Other,3399,1,Laboratory Technician,Divorced,168720,2.0,15,1,2,0,11,1.0,3.0,4.0,3
27,Travel_Rarely,Research & Development,20,4,Other,3400,2,Manufacturing Director,Married,34850,9.0,17,2,2,2,2,3.0,2.0,3.0,3
45,Non-Travel,Sales,2,3,Medical,3401,1,Sales Executive,Married,66440,1.0,12,0,3,0,8,4.0,1.0,3.0,4
47,Travel_Rarely,Sales,18,4,Medical,3402,2,Research Scientist,Single,55820,1.0,16,0,3,0,7,4.0,4.0,3.0,3
30,Travel_Rarely,Sales,2,3,Life Sciences,3403,2,Healthcare Representative,Married,40000,4.0,12,0,5,0,1,1.0,3.0,3.0,2
50,Travel_Rarely,Research & Development,1,3,Technical Degree,3404,2,Sales Executive,Married,134960,3.0,18,1,3,1,5,4.0,3.0,3.0,3
38,Travel_Frequently,Research & Development,13,3,Technical Degree,3405,1,Manufacturing Director,Married,32100,0.0,17,2,5,0,2,3.0,3.0,2.0,2
46,Travel_Rarely,Research & Development,28,3,Medical,3406,3,Human Resources,Divorced,190450,6.0,11,3,2,0,7,4.0,3.0,3.0,3
24,Travel_Rarely,Sales,28,3,Life Sciences,3407,1,Healthcare Representative,Divorced,118490,1.0,16,1,3,3,2,4.0,3.0,3.0,3
35,Travel_Rarely,Sales,24,3,Medical,3408,3,Healthcare Representative,Divorced,20700,1.0,13,3,1,0,2,3.0,2.0,1.0,2
31,Travel_Frequently,Research & Development,5,2,Technical Degree,3409,2,Sales Executive,Married,65020,1.0,12,0,3,0,3,3.0,1.0,3.0,3
18,Non-Travel,Sales,5,4,Other,3410,2,Manager,Single,32300,1.0,12,1,3,0,0,2.0,4.0,3.0,3
54,Travel_Rarely,Sales,23,3,Medical,3411,1,Laboratory Technician,Married,136030,8.0,13,1,2,0,8,3.0,3.0,3.0,3
35,Travel_Rarely,Research & Development,6,4,Medical,3412,1,Manufacturing Director,Divorced,119960,1.0,19,2,3,10,1,3.0,3.0,2.0,3
30,Travel_Rarely,Research & Development,4,3,Life Sciences,3413,5,Healthcare Representative,Married,56050,0.0,12,1,0,1,7,2.0,1.0,2.0,2
20,Travel_Rarely,Research & Development,2,2,Life Sciences,3414,2,Research Scientist,Single,63970,1.0,17,1,3,0,0,4.0,1.0,3.0,3
30,Travel_Frequently,Research & Development,8,4,Medical,3415,1,Sales Executive,Single,191440,0.0,11,0,3,1,2,2.0,2.0,3.0,3
26,Travel_Rarely,Sales,1,3,Marketing,3416,2,Research Scientist,Married,175840,1.0,20,0,2,1,3,4.0,4.0,3.0,3
22,Travel_Rarely,Research & Development,8,3,Other,3417,2,Sales Representative,Married,49070,1.0,21,1,2,1,1,2.0,1.0,2.0,3
48,Travel_Rarely,Human Resources,2,4,Medical,3418,2,Sales Executive,Single,45540,2.0,11,2,3,2,2,1.0,3.0,3.0,3
48,Travel_Rarely,Sales,3,3,Medical,3419,1,Research Director,Single,54150,7.0,11,1,1,4,8,3.0,3.0,3.0,3
41,Travel_Rarely,Research & Development,2,3,Life Sciences,3420,2,Research Scientist,Single,47410,6.0,16,0,3,2,1,4.0,3.0,3.0,3
39,Travel_Rarely,Sales,2,3,Life Sciences,3421,3,Human Resources,Married,21150,1.0,18,0,3,11,8,4.0,4.0,3.0,4
27,Travel_Rarely,Research & Development,3,3,Life Sciences,3422,2,Human Resources,Married,31610,0.0,13,2,0,2,2,1.0,4.0,3.0,3
35,Travel_Rarely,Sales,24,3,Medical,3423,5,Sales Executive,Divorced,57450,1.0,17,3,4,1,2,2.0,4.0,2.0,3
42,Travel_Rarely,Research & Development,23,4,Other,3424,1,Research Scientist,Married,23730,6.0,14,1,3,0,0,4.0,3.0,4.0,4
50,Travel_Rarely,Sales,27,3,Medical,3425,2,Sales Executive,Married,33100,4.0,22,1,3,0,0,1.0,4.0,3.0,4
59,Travel_Rarely,Research & Development,16,4,Medical,3426,5,Laboratory Technician,Single,186650,3.0,12,0,3,4,3,3.0,4.0,3.0,2
37,Travel_Rarely,Sales,15,3,Marketing,3427,2,Laboratory Technician,Married,44850,5.0,11,1,2,0,0,1.0,2.0,1.0,4
55,Travel_Frequently,Research & Development,26,2,Life Sciences,3428,2,Sales Executive,Married,27890,3.0,13,1,2,6,7,3.0,2.0,3.0,2
41,Non-Travel,Research & Development,19,1,Life Sciences,3429,2,Research Scientist,Divorced,58280,1.0,13,0,0,5,10,2.0,3.0,3.0,3
38,Travel_Rarely,Research & Development,24,2,Other,3430,1,Laboratory Technician,Single,23260,8.0,14,0,3,0,0,2.0,4.0,3.0,4
26,Non-Travel,Research & Development,21,1,Life Sciences,3431,1,Manufacturing Director,Single,135250,8.0,17,1,4,2,2,2.0,1.0,3.0,2
52,Travel_Rarely,Research & Development,5,4,Medical,3432,4,Human Resources,Married,14200,1.0,13,1,2,6,9,1.0,4.0,3.0,4
44,Travel_Rarely,Research & Development,16,3,Life Sciences,3433,1,Healthcare Representative,Married,80200,3.0,11,1,2,11,11,4.0,4.0,3.0,3
50,Non-Travel,Human Resources,2,2,Life Sciences,3434,1,Laboratory Technician,Married,36880,0.0,11,0,3,0,13,4.0,3.0,3.0,2
36,Travel_Rarely,Sales,2,4,Technical Degree,3435,4,Sales Executive,Single,54820,1.0,18,0,3,15,14,3.0,1.0,3.0,3
39,Travel_Frequently,Sales,11,3,Marketing,3436,1,Sales Executive,Single,160150,1.0,11,0,3,2,8,4.0,1.0,3.0,4
33,Non-Travel,Sales,9,2,Technical Degree,3437,5,Sales Representative,Single,12000,0.0,11,1,3,2,2,2.0,4.0,2.0,3
45,Travel_Rarely,Research & Development,7,2,Other,3438,1,Human Resources,Married,56610,3.0,12,0,2,1,1,4.0,4.0,4.0,2
32,Non-Travel,Research & Development,15,3,Medical,3439,2,Manager,Single,69290,9.0,20,0,6,7,7,4.0,3.0,3.0,1
34,Travel_Rarely,Sales,6,4,Marketing,3440,2,Research Director,Divorced,96130,0.0,12,1,5,0,9,2.0,4.0,2.0,2
59,Travel_Rarely,Research & Development,5,3,Life Sciences,3441,2,Research Scientist,Married,56740,3.0,12,0,6,0,4,2.0,4.0,1.0,3
45,Travel_Rarely,Research & Development,16,1,Medical,3442,2,Sales Executive,Single,54840,1.0,20,3,6,0,4,2.0,2.0,3.0,3
53,Travel_Frequently,Sales,8,2,Medical,3443,2,Research Scientist,Married,120610,2.0,20,1,2,6,12,3.0,2.0,3.0,4
36,Travel_Rarely,Research & Development,7,2,Life Sciences,3444,1,Research Scientist,Divorced,56600,7.0,12,0,3,0,0,1.0,3.0,2.0,3
26,Travel_Frequently,Sales,2,3,Life Sciences,3445,2,Research Scientist,Married,48210,6.0,14,2,2,1,2,1.0,1.0,3.0,3
34,Travel_Rarely,Research & Development,2,2,Life Sciences,3446,1,Sales Representative,Married,64100,1.0,13,1,5,0,0,3.0,3.0,3.0,2
28,Travel_Rarely,Research & Development,10,3,Other,3447,2,Sales Representative,Married,52100,1.0,15,0,1,0,0,4.0,2.0,3.0,4
38,Travel_Frequently,Sales,9,4,Medical,3448,2,Research Scientist,Married,26950,3.0,14,1,4,2,2,3.0,3.0,3.0,1
50,Travel_Rarely,Research & Development,5,4,Life Sciences,3449,1,Sales Executive,Married,118780,2.0,13,1,2,7,7,2.0,3.0,2.0,3
37,Travel_Rarely,Research & Development,1,3,Life Sciences,3450,1,Laboratory Technician,Single,170680,3.0,23,0,6,0,1,4.0,2.0,2.0,3
40,Travel_Rarely,Human Resources,2,3,Medical,3451,5,Sales Executive,Married,24550,1.0,15,1,2,7,5,3.0,1.0,2.0,3
26,Travel_Frequently,Research & Development,3,3,Medical,3452,2,Laboratory Technician,Divorced,139640,1.0,11,2,1,1,3,1.0,3.0,3.0,2
46,Travel_Rarely,Research & Development,2,1,Medical,3453,3,Research Scientist,Divorced,49410,9.0,13,2,2,2,2,4.0,4.0,3.0,2
54,Travel_Rarely,Research & Development,5,3,Medical,3454,2,Manufacturing Director,Married,24780,6.0,11,0,0,7,0,3.0,3.0,3.0,3
56,Travel_Frequently,Research & Development,1,2,Life Sciences,3455,2,Manufacturing Director,Married,52280,2.0,11,0,4,0,3,1.0,3.0,3.0,3
36,Travel_Rarely,Research & Development,4,2,Life Sciences,3456,2,Human Resources,Single,44780,0.0,18,1,3,7,8,4.0,4.0,2.0,3
55,Non-Travel,Research & Development,2,3,Medical,3457,2,Manager,Single,75470,7.0,16,0,2,6,2,3.0,1.0,4.0,2
43,Travel_Rarely,Sales,25,2,Life Sciences,3458,3,Research Scientist,Divorced,50550,5.0,22,0,2,0,0,3.0,4.0,3.0,2
20,Travel_Frequently,Sales,8,3,Marketing,3459,3,Sales Executive,Single,34640,1.0,20,0,3,0,2,4.0,4.0,3.0,2
21,Travel_Rarely,Research & Development,1,4,Life Sciences,3460,1,Manager,Single,57750,1.0,18,0,2,1,0,3.0,1.0,2.0,3
46,Travel_Rarely,Sales,12,3,Marketing,3461,3,Healthcare Representative,Divorced,89430,8.0,12,1,6,1,7,4.0,1.0,3.0,3
51,Travel_Rarely,Sales,23,3,Medical,3462,2,Research Scientist,Married,192720,9.0,20,0,2,2,7,1.0,3.0,4.0,3
28,Non-Travel,Research & Development,19,4,Life Sciences,3463,4,Laboratory Technician,Single,52380,1.0,17,1,4,1,9,2.0,1.0,2.0,2
26,Travel_Rarely,Research & Development,5,4,Medical,3464,2,Sales Executive,Married,46820,1.0,11,1,3,1,3,1.0,1.0,3.0,1
30,Travel_Rarely,Research & Development,8,3,Medical,3465,1,Sales Executive,Married,183000,0.0,14,0,6,0,2,3.0,1.0,2.0,3
41,Travel_Rarely,Sales,1,4,Life Sciences,3466,1,Research Director,Married,52570,1.0,14,0,2,0,8,2.0,3.0,3.0,4
38,Travel_Rarely,Research & Development,5,3,Technical Degree,3467,1,Sales Executive,Married,63490,0.0,11,0,3,1,9,3.0,3.0,2.0,3
40,Travel_Rarely,Sales,1,4,Marketing,3468,1,Sales Executive,Married,48690,4.0,12,0,2,11,1,1.0,4.0,3.0,3
27,Non-Travel,Sales,11,3,Technical Degree,3469,2,Laboratory Technician,Married,99850,1.0,14,1,3,1,2,1.0,3.0,3.0,2
55,Travel_Frequently,Research & Development,23,5,Life Sciences,3470,3,Laboratory Technician,Married,36970,3.0,13,1,1,1,2,4.0,2.0,3.0,3
28,Travel_Rarely,Research & Development,1,3,Life Sciences,3471,2,Healthcare Representative,Single,74570,3.0,11,2,1,1,7,3.0,3.0,4.0,4
44,Travel_Rarely,Research & Development,18,4,Life Sciences,3472,2,Sales Executive,Married,21190,9.0,15,0,3,3,6,2.0,1.0,3.0,3
33,Travel_Rarely,Sales,23,4,Marketing,3473,4,Sales Executive,Divorced,39830,4.0,12,0,3,1,2,4.0,4.0,3.0,3
35,Travel_Rarely,Sales,7,4,Life Sciences,3474,3,Sales Representative,Single,61180,0.0,21,1,3,4,7,4.0,1.0,3.0,2
33,Travel_Frequently,Research & Development,1,2,Life Sciences,3475,1,Sales Executive,Single,62140,1.0,19,2,3,3,8,1.0,3.0,3.0,3
28,Travel_Rarely,Human Resources,1,1,Human Resources,3476,2,Research Scientist,Divorced,63470,1.0,15,1,2,2,2,1.0,3.0,2.0,3
34,Travel_Frequently,Sales,29,4,Marketing,3477,1,Research Scientist,Single,115100,0.0,14,1,5,0,4,1.0,4.0,2.0,3
37,Travel_Rarely,Research & Development,7,4,Life Sciences,3478,4,Sales Executive,Divorced,71430,2.0,21,0,6,0,0,4.0,4.0,3.0,2
25,Travel_Rarely,Human Resources,25,4,Human Resources,3479,2,Research Scientist,Married,82680,1.0,12,0,3,5,6,4.0,4.0,4.0,2
26,Travel_Rarely,Sales,8,2,Marketing,3480,2,Sales Executive,Divorced,80950,1.0,15,0,3,0,0,1.0,3.0,2.0,4
33,Travel_Rarely,Research & Development,8,2,Life Sciences,3481,4,Manufacturing Director,Single,29040,4.0,13,0,2,2,2,1.0,2.0,3.0,3
42,Travel_Rarely,Research & Development,11,1,Life Sciences,3482,4,Research Scientist,Married,60320,0.0,14,0,2,13,7,4.0,1.0,3.0,2
28,Travel_Frequently,Research & Development,7,3,Life Sciences,3483,2,Manager,Divorced,29760,1.0,14,0,3,0,0,1.0,2.0,3.0,3
50,Travel_Frequently,Research & Development,1,4,Medical,3484,2,Research Scientist,Single,159920,3.0,14,0,3,0,0,4.0,3.0,3.0,3
33,Travel_Frequently,Sales,9,3,Medical,3485,2,Research Scientist,Married,46490,0.0,12,0,2,0,2,4.0,2.0,3.0,2
34,Non-Travel,Sales,1,1,Marketing,3486,2,Research Director,Married,26960,3.0,23,0,3,0,0,3.0,4.0,3.0,3
48,Non-Travel,Sales,2,1,Life Sciences,3487,2,Sales Executive,Single,23700,2.0,11,0,3,2,1,1.0,4.0,2.0,3
45,Non-Travel,Research & Development,1,3,Medical,3488,2,Human Resources,Married,125040,1.0,12,1,2,4,12,2.0,3.0,3.0,3
52,Travel_Rarely,Sales,1,3,Life Sciences,3489,1,Sales Executive,Single,59740,7.0,18,1,6,4,0,2.0,2.0,3.0,3
38,Travel_Rarely,Research & Development,6,2,Medical,3490,1,Research Scientist,Divorced,47360,0.0,11,1,3,2,7,3.0,3.0,3.0,2
29,Travel_Rarely,Research & Development,8,3,Medical,3491,4,Research Scientist,Divorced,52960,4.0,14,0,3,1,7,3.0,4.0,3.0,4
28,Travel_Rarely,Human Resources,1,3,Human Resources,3492,4,Laboratory Technician,Divorced,67810,0.0,15,1,2,1,7,4.0,2.0,2.0,3
46,Travel_Rarely,Research & Development,6,4,Medical,3493,3,Sales Executive,Married,21740,3.0,11,1,3,4,9,1.0,3.0,3.0,3
38,Travel_Rarely,Research & Development,7,4,Medical,3494,1,Sales Executive,Single,66530,7.0,20,1,2,0,0,4.0,2.0,3.0,3
43,Travel_Frequently,Research & Development,5,3,Medical,3495,2,Laboratory Technician,Married,96990,8.0,19,1,3,0,1,3.0,1.0,3.0,3
39,Travel_Frequently,Sales,1,3,Marketing,3496,2,Healthcare Representative,Divorced,67550,7.0,14,1,2,11,5,1.0,4.0,3.0,3
40,Travel_Rarely,Research & Development,1,1,Life Sciences,3497,1,Healthcare Representative,Single,22130,1.0,17,0,4,4,9,3.0,3.0,4.0,3
21,Travel_Rarely,Research & Development,1,4,Life Sciences,3498,1,Research Scientist,Single,26100,1.0,11,1,3,2,2,4.0,2.0,4.0,2
39,Non-Travel,Research & Development,6,3,Life Sciences,3499,1,Laboratory Technician,Single,28510,9.0,15,0,2,0,3,3.0,2.0,2.0,3
36,Non-Travel,Research & Development,1,3,Medical,3500,3,Sales Representative,Single,34520,2.0,13,3,4,0,9,1.0,4.0,3.0,4
31,Travel_Frequently,Research & Development,7,3,Life Sciences,3501,1,Sales Executive,Married,52580,0.0,14,3,5,2,2,3.0,4.0,3.0,3
28,Travel_Rarely,Sales,2,4,Marketing,3502,1,Sales Executive,Married,93550,0.0,11,0,4,0,4,1.0,2.0,1.0,3
35,Travel_Frequently,Research & Development,9,2,Other,3503,1,Manufacturing Director,Divorced,104960,1.0,13,1,2,0,2,4.0,4.0,3.0,3
49,Travel_Rarely,Sales,2,2,Medical,3504,1,Sales Executive,Married,63800,6.0,23,1,1,2,3,4.0,2.0,3.0,2
34,Travel_Frequently,Sales,9,1,Technical Degree,3505,2,Sales Executive,Single,26570,2.0,13,1,3,0,2,4.0,3.0,2.0,2
29,Travel_Frequently,Research & Development,1,4,Medical,3506,3,Research Scientist,Divorced,27160,0.0,18,0,2,1,1,4.0,2.0,2.0,1
42,Travel_Rarely,Sales,21,2,Life Sciences,3507,1,Healthcare Representative,Single,22010,4.0,12,1,3,0,0,2.0,4.0,3.0,4
29,Travel_Rarely,Sales,4,2,Other,3508,2,Healthcare Representative,Married,65400,1.0,22,0,2,1,2,2.0,4.0,2.0,1
38,Travel_Rarely,Research & Development,1,3,Medical,3509,1,Human Resources,Married,38160,1.0,13,2,2,5,0,3.0,3.0,4.0,2
28,Travel_Frequently,Sales,6,4,Life Sciences,3510,1,Manager,Divorced,52530,1.0,15,0,2,0,2,3.0,3.0,3.0,3
18,Non-Travel,Research & Development,2,4,Medical,3511,3,Laboratory Technician,Single,109650,1.0,18,0,5,0,0,3.0,3.0,3.0,4
33,Travel_Rarely,Research & Development,3,2,Life Sciences,3512,1,Sales Executive,Single,49360,0.0,14,0,2,0,3,1.0,1.0,3.0,2
41,Travel_Rarely,Research & Development,4,2,Medical,3513,2,Research Scientist,Married,25430,3.0,12,0,3,0,0,2.0,4.0,3.0,3
31,Travel_Frequently,Sales,10,3,Technical Degree,3514,1,Research Director,Married,53040,1.0,17,0,3,2,2,3.0,3.0,2.0,4
37,Travel_Rarely,Research & Development,23,3,Life Sciences,3515,3,Manufacturing Director,Divorced,166590,7.0,16,1,2,1,3,3.0,4.0,3.0,3
27,Travel_Rarely,Research & Development,6,2,Medical,3516,1,Healthcare Representative,Married,42600,1.0,11,2,2,2,2,4.0,3.0,3.0,3
34,Travel_Rarely,Sales,1,1,Marketing,3517,2,Laboratory Technician,Married,24760,1.0,19,0,2,1,3,2.0,3.0,2.0,3
35,Travel_Rarely,Research & Development,6,3,Life Sciences,3518,3,Laboratory Technician,Single,31020,1.0,13,1,3,1,4,3.0,3.0,1.0,2
29,Travel_Rarely,Research & Development,6,3,Life Sciences,3519,1,Sales Executive,Married,22440,1.0,12,3,5,3,10,4.0,1.0,1.0,1
40,Travel_Frequently,Research & Development,2,4,Medical,3520,4,Human Resources,Single,75960,9.0,11,0,0,2,13,2.0,3.0,2.0,1
42,Travel_Frequently,Sales,2,4,Life Sciences,3521,1,Laboratory Technician,Single,22850,0.0,16,0,3,13,14,3.0,1.0,2.0,1
42,Travel_Rarely,Research & Development,1,2,Life Sciences,3522,4,Laboratory Technician,Single,30340,7.0,21,1,3,1,5,2.0,1.0,4.0,2
35,Travel_Rarely,Research & Development,5,3,Medical,3523,1,Healthcare Representative,Married,57150,6.0,24,2,0,1,7,4.0,3.0,3.0,3
24,Travel_Rarely,Sales,7,4,Life Sciences,3524,1,Laboratory Technician,Single,25760,8.0,17,3,3,1,2,4.0,2.0,3.0,3
28,Travel_Rarely,Research & Development,15,4,Life Sciences,3525,2,Sales Executive,Married,41970,1.0,13,0,3,0,0,3.0,4.0,2.0,1
26,Travel_Rarely,Research & Development,1,4,Life Sciences,3526,2,Sales Representative,Married,143360,1.0,21,1,3,0,7,1.0,4.0,3.0,3
30,Travel_Rarely,Research & Development,7,2,Life Sciences,3527,1,Manufacturing Director,Married,34480,1.0,11,0,3,1,4,3.0,3.0,3.0,3
40,Travel_Frequently,Research & Development,26,4,Life Sciences,3528,2,Research Scientist,Married,194060,3.0,20,3,2,0,0,3.0,4.0,1.0,3
35,Travel_Rarely,Research & Development,18,5,Medical,3529,2,Research Scientist,Divorced,65380,2.0,16,1,3,6,4,3.0,2.0,4.0,3
34,Travel_Frequently,Research & Development,6,2,Life Sciences,3530,1,Research Director,Single,43060,0.0,11,0,2,4,9,4.0,1.0,3.0,3
35,Travel_Frequently,Research & Development,3,3,Medical,3531,2,Laboratory Technician,Married,22580,1.0,11,1,2,2,2,4.0,4.0,4.0,3
43,Travel_Rarely,Sales,5,3,Marketing,3532,3,Research Scientist,Single,45220,8.0,15,1,3,1,3,1.0,3.0,2.0,3
32,Non-Travel,Research & Development,11,2,Other,3533,2,Research Scientist,Divorced,44870,1.0,11,0,5,0,0,3.0,1.0,3.0,2
56,Travel_Rarely,Research & Development,3,2,Other,3534,2,Healthcare Representative,Divorced,44490,2.0,15,0,3,4,2,4.0,1.0,3.0,1
29,Travel_Rarely,Research & Development,26,1,Life Sciences,3535,1,Laboratory Technician,Married,22180,1.0,24,1,1,0,8,3.0,4.0,3.0,3
19,Travel_Rarely,Research & Development,23,4,Life Sciences,3536,2,Laboratory Technician,Single,191970,1.0,12,0,2,0,0,3.0,1.0,3.0,3
45,Travel_Rarely,Research & Development,22,3,Life Sciences,3537,2,Sales Representative,Married,132120,4.0,13,0,4,0,2,1.0,3.0,2.0,3
37,Travel_Rarely,Research & Development,14,4,Life Sciences,3538,3,Research Scientist,Married,65770,1.0,13,0,1,3,11,4.0,4.0,2.0,1
20,Travel_Rarely,Research & Development,6,3,Medical,3539,5,Research Director,Single,83920,1.0,17,0,5,1,2,1.0,3.0,2.0,3
44,Travel_Rarely,Human Resources,6,2,Human Resources,3540,3,Sales Executive,Single,45580,1.0,13,1,2,0,2,3.0,3.0,3.0,1
53,Travel_Rarely,Research & Development,6,4,Life Sciences,3541,1,Research Director,Divorced,40310,3.0,12,1,3,4,7,4.0,3.0,3.0,2
29,Travel_Rarely,Research & Development,23,3,Medical,3542,1,Sales Executive,Married,79690,0.0,14,0,3,1,3,2.0,4.0,2.0,3
22,Travel_Frequently,Research & Development,22,4,Medical,3543,1,Sales Representative,Married,26540,0.0,24,0,5,0,0,3.0,4.0,3.0,2
46,Travel_Rarely,Research & Development,2,3,Life Sciences,3544,2,Research Scientist,Married,165550,8.0,14,2,4,15,9,3.0,1.0,3.0,3
44,Non-Travel,Research & Development,20,3,Life Sciences,3545,1,Sales Representative,Single,45560,2.0,13,0,4,0,0,4.0,3.0,3.0,3
33,Travel_Rarely,Research & Development,28,4,Life Sciences,3546,1,Manager,Married,60910,1.0,15,0,6,1,4,2.0,3.0,3.0,1
41,Non-Travel,Research & Development,12,3,Life Sciences,3547,2,Sales Representative,Divorced,195660,6.0,16,0,2,0,0,1.0,1.0,1.0,4
30,Travel_Rarely,Sales,20,3,Marketing,3548,3,Sales Executive,Divorced,48100,8.0,18,0,3,0,3,3.0,1.0,3.0,2
40,Travel_Frequently,Sales,9,3,Medical,3549,1,Manufacturing Director,Married,45230,5.0,16,1,5,0,0,2.0,2.0,3.0,4
50,Travel_Frequently,Research & Development,25,4,Life Sciences,3550,2,Healthcare Representative,Married,32020,2.0,24,1,2,2,2,4.0,1.0,3.0,3
28,Travel_Rarely,Research & Development,6,3,Technical Degree,3551,2,Research Scientist,Married,23510,1.0,16,0,4,3,3,4.0,1.0,3.0,3
46,Travel_Rarely,Research & Development,8,4,Other,3552,3,Manager,Married,17020,5.0,21,0,2,0,3,4.0,2.0,3.0,3
35,Travel_Rarely,Sales,4,4,Marketing,3553,1,Laboratory Technician,Married,180410,3.0,20,1,3,1,7,3.0,1.0,3.0,2
24,Travel_Rarely,Human Resources,28,4,Human Resources,3554,3,Manufacturing Director,Married,28860,1.0,19,1,5,0,0,4.0,2.0,1.0,3
33,Travel_Frequently,Research & Development,9,2,Medical,3555,1,Sales Executive,Married,20970,1.0,14,2,5,0,1,2.0,3.0,2.0,2
36,Travel_Rarely,Research & Development,9,2,Medical,3556,2,Sales Executive,Divorced,119350,1.0,11,3,6,1,7,3.0,3.0,3.0,4
30,Travel_Rarely,Sales,29,3,Marketing,3557,1,Sales Executive,Divorced,25460,1.0,14,1,2,8,9,3.0,3.0,2.0,3
44,Travel_Rarely,Research & Development,3,4,Medical,3558,2,Research Scientist,Single,25640,1.0,12,3,3,13,17,4.0,4.0,3.0,1
20,Travel_Rarely,Research & Development,18,4,Medical,3559,1,Human Resources,Single,84120,1.0,13,0,2,2,2,3.0,4.0,3.0,2
46,Travel_Rarely,Sales,9,1,Medical,3560,1,Sales Executive,Divorced,141180,2.0,22,0,3,1,4,4.0,4.0,2.0,3
42,Non-Travel,Research & Development,5,4,Medical,3561,5,Sales Executive,Married,170460,7.0,11,0,3,0,3,4.0,1.0,4.0,2
60,Travel_Rarely,Sales,2,2,Life Sciences,3562,2,Sales Executive,Divorced,25640,0.0,14,1,3,1,9,2.0,4.0,3.0,3
32,Travel_Frequently,Sales,10,3,Life Sciences,3563,1,Sales Executive,Married,102660,1.0,11,0,3,2,2,3.0,2.0,3.0,3
32,Travel_Frequently,Research & Development,9,3,Life Sciences,3564,2,Research Scientist,Single,50700,4.0,12,1,6,0,7,4.0,3.0,3.0,3
36,Travel_Rarely,Sales,3,2,Marketing,3565,4,Healthcare Representative,Divorced,178610,2.0,18,0,2,7,7,3.0,1.0,3.0,2
33,Travel_Rarely,Sales,26,2,Marketing,3566,1,Research Scientist,Married,42300,0.0,12,0,0,4,10,1.0,4.0,3.0,3
40,Travel_Rarely,Research & Development,1,3,Medical,3567,2,Research Scientist,Divorced,37800,7.0,12,0,2,1,3,2.0,2.0,4.0,1
25,Travel_Rarely,Research & Development,6,2,Medical,3568,1,Laboratory Technician,Single,27680,0.0,22,1,0,1,1,3.0,4.0,3.0,3
30,Travel_Rarely,Sales,9,3,Marketing,3569,1,Research Scientist,Married,90710,0.0,19,1,2,5,7,4.0,2.0,3.0,2
42,Travel_Frequently,Human Resources,8,2,Medical,3570,1,Sales Executive,Married,106480,3.0,13,1,1,0,0,1.0,1.0,3.0,3
35,Non-Travel,Research & Development,1,1,Life Sciences,3571,2,Sales Executive,Married,136100,4.0,22,2,4,4,12,3.0,4.0,2.0,2
27,Travel_Rarely,Research & Development,7,3,Life Sciences,3572,3,Manufacturing Director,Married,34080,1.0,24,0,2,6,8,1.0,1.0,2.0,3
54,Travel_Frequently,Research & Development,9,2,Medical,3573,2,Sales Representative,Divorced,29830,7.0,14,1,2,1,4,4.0,3.0,1.0,2
44,Travel_Rarely,Human Resources,4,4,Life Sciences,3574,5,Laboratory Technician,Married,76320,1.0,21,0,3,7,7,1.0,4.0,3.0,3
19,Non-Travel,Sales,2,2,Other,3575,3,Healthcare Representative,Single,98240,1.0,18,0,2,0,0,1.0,2.0,4.0,3
29,Travel_Rarely,Research & Development,19,4,Life Sciences,3576,1,Manufacturing Director,Divorced,99500,1.0,20,0,3,1,2,1.0,4.0,3.0,3
54,Travel_Rarely,Research & Development,9,4,Life Sciences,3577,2,Sales Executive,Married,20930,3.0,19,0,2,0,9,4.0,4.0,3.0,3
31,Travel_Rarely,Research & Development,21,3,Life Sciences,3578,2,Laboratory Technician,Married,99800,1.0,12,0,1,0,1,3.0,1.0,2.0,3
31,Travel_Rarely,Sales,24,1,Marketing,3579,1,Sales Executive,Single,38940,1.0,12,0,3,1,8,3.0,1.0,3.0,4
59,Travel_Rarely,Research & Development,3,4,Technical Degree,3580,1,Research Scientist,Single,40510,5.0,16,3,3,0,5,3.0,4.0,3.0,3
43,Travel_Rarely,Research & Development,11,2,Life Sciences,3581,3,Laboratory Technician,Married,168350,3.0,17,1,3,0,7,3.0,4.0,3.0,3
49,Travel_Rarely,Sales,14,4,Life Sciences,3582,2,Research Scientist,Married,62300,2.0,14,0,2,0,0,1.0,3.0,4.0,2
36,Travel_Frequently,Sales,5,2,Marketing,3583,1,Laboratory Technician,Married,47170,1.0,19,1,3,0,7,3.0,2.0,2.0,3
