index,age,businesstravel,department,distancefromhome,education,educationfield,employeeid,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,trainingtimeslastyear,yearssincelastpromotion,yearswithcurrmanager,infodate,index:1,employeeid:1,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,index:2,employeeid:2,jobinvolvement,surveydate,employeeid:3,v_objetivo
3702,47,Travel_Rarely,Research & Development,23,4,Life Sciences,3703,2,Sales Executive,Married,62740,7.0,14,2,0,1,2,2015-12-31 00:00:00,3702,3703,1.0,4.0,2.0,2015-12-31 00:00:00,3702,3703,3,2015-12-31 00:00:00,,0
3703,25,Travel_Rarely,Sales,16,4,Life Sciences,3704,2,Research Scientist,Married,198590,3.0,19,0,3,2,2,2015-12-31 00:00:00,3703,3704,1.0,1.0,3.0,2015-12-31 00:00:00,3703,3704,2,2015-12-31 00:00:00,3704.0,1
3704,37,Non-Travel,Sales,8,4,Medical,3705,1,Healthcare Representative,Single,75870,0.0,22,1,5,1,3,2015-12-31 00:00:00,3704,3705,3.0,3.0,1.0,2015-12-31 00:00:00,3704,3705,3,2015-12-31 00:00:00,,0
3705,56,Travel_Rarely,Research & Development,10,4,Other,3706,2,Sales Representative,Married,42580,2.0,16,0,2,1,0,2015-12-31 00:00:00,3705,3706,1.0,1.0,4.0,2015-12-31 00:00:00,3705,3706,3,2015-12-31 00:00:00,,0
3706,47,Travel_Rarely,Research & Development,3,2,Medical,3707,2,Laboratory Technician,Married,43640,3.0,11,1,3,5,6,2015-12-31 00:00:00,3706,3707,1.0,3.0,4.0,2015-12-31 00:00:00,3706,3707,3,2015-12-31 00:00:00,,0
3707,24,Travel_Rarely,Research & Development,5,1,Other,3708,1,Manufacturing Director,Married,43350,1.0,15,1,5,0,3,2015-12-31 00:00:00,3707,3708,4.0,3.0,3.0,2015-12-31 00:00:00,3707,3708,3,2015-12-31 00:00:00,,0
3708,32,Travel_Rarely,Sales,4,3,Marketing,3709,1,Research Scientist,Married,53260,4.0,14,1,2,0,3,2015-12-31 00:00:00,3708,3709,4.0,4.0,2.0,2015-12-31 00:00:00,3708,3709,3,2015-12-31 00:00:00,,0
3709,34,Travel_Rarely,Research & Development,9,2,Medical,3710,1,Sales Executive,Married,32800,5.0,13,0,3,0,2,2015-12-31 00:00:00,3709,3710,4.0,2.0,2.0,2015-12-31 00:00:00,3709,3710,3,2015-12-31 00:00:00,,0
3710,41,Travel_Rarely,Research & Development,26,3,Medical,3711,3,Sales Executive,Married,54850,2.0,17,2,2,0,3,2015-12-31 00:00:00,3710,3711,2.0,3.0,2.0,2015-12-31 00:00:00,3710,3711,3,2015-12-31 00:00:00,,0
3711,40,Non-Travel,Sales,3,2,Life Sciences,3712,1,Sales Executive,Divorced,43420,3.0,11,1,6,0,7,2015-12-31 00:00:00,3711,3712,3.0,3.0,4.0,2015-12-31 00:00:00,3711,3712,2,2015-12-31 00:00:00,,0
3712,31,Travel_Rarely,Research & Development,16,3,Medical,3713,2,Human Resources,Divorced,27820,1.0,19,1,5,9,9,2015-12-31 00:00:00,3712,3713,1.0,4.0,3.0,2015-12-31 00:00:00,3712,3713,3,2015-12-31 00:00:00,,0
3713,46,Travel_Rarely,Research & Development,18,1,Medical,3714,1,Manufacturing Director,Divorced,59800,4.0,11,1,2,4,3,2015-12-31 00:00:00,3713,3714,1.0,4.0,4.0,2015-12-31 00:00:00,3713,3714,3,2015-12-31 00:00:00,3714.0,1
3714,39,Non-Travel,Research & Development,2,4,Medical,3715,2,Manufacturing Director,Single,43810,2.0,15,2,1,0,0,2015-12-31 00:00:00,3714,3715,1.0,1.0,4.0,2015-12-31 00:00:00,3714,3715,2,2015-12-31 00:00:00,,0
3715,31,Travel_Frequently,Sales,2,3,Medical,3716,2,Sales Executive,Single,25720,1.0,13,3,3,4,7,2015-12-31 00:00:00,3715,3716,3.0,2.0,3.0,2015-12-31 00:00:00,3715,3716,3,2015-12-31 00:00:00,3716.0,1
3716,45,Travel_Rarely,Sales,10,2,Marketing,3717,1,Sales Executive,Divorced,38330,2.0,14,0,1,0,7,2015-12-31 00:00:00,3716,3717,2.0,1.0,3.0,2015-12-31 00:00:00,3716,3717,3,2015-12-31 00:00:00,,0
3717,31,Travel_Rarely,Research & Development,16,4,Life Sciences,3718,3,Human Resources,Single,42440,9.0,13,0,3,0,2,2015-12-31 00:00:00,3717,3718,4.0,2.0,3.0,2015-12-31 00:00:00,3717,3718,3,2015-12-31 00:00:00,,0
3718,31,Travel_Frequently,Research & Development,7,4,Life Sciences,3719,1,Laboratory Technician,Married,65000,6.0,23,1,5,2,2,2015-12-31 00:00:00,3718,3719,2.0,4.0,1.0,2015-12-31 00:00:00,3718,3719,3,2015-12-31 00:00:00,3719.0,1
3719,45,Travel_Rarely,Research & Development,1,2,Life Sciences,3720,1,Research Scientist,Married,184300,4.0,12,1,5,1,2,2015-12-31 00:00:00,3719,3720,2.0,4.0,4.0,2015-12-31 00:00:00,3719,3720,3,2015-12-31 00:00:00,,0
3720,48,Travel_Rarely,Research & Development,24,3,Technical Degree,3721,2,Research Scientist,Divorced,16010,4.0,12,0,3,2,2,2015-12-31 00:00:00,3720,3721,3.0,1.0,3.0,2015-12-31 00:00:00,3720,3721,3,2015-12-31 00:00:00,,0
3721,34,Travel_Rarely,Research & Development,7,4,Medical,3722,2,Research Scientist,Married,26940,1.0,16,1,3,2,2,2015-12-31 00:00:00,3721,3722,1.0,3.0,3.0,2015-12-31 00:00:00,3721,3722,3,2015-12-31 00:00:00,3722.0,1
3722,40,Non-Travel,Research & Development,25,4,Other,3723,1,Sales Executive,Divorced,31490,2.0,15,1,1,4,8,2015-12-31 00:00:00,3722,3723,4.0,2.0,3.0,2015-12-31 00:00:00,3722,3723,2,2015-12-31 00:00:00,,0
3723,28,Travel_Rarely,Research & Development,1,2,Technical Degree,3724,1,Research Scientist,Single,176390,0.0,13,1,0,1,3,2015-12-31 00:00:00,3723,3724,4.0,1.0,3.0,2015-12-31 00:00:00,3723,3724,3,2015-12-31 00:00:00,,0
3724,44,Non-Travel,Research & Development,5,3,Life Sciences,3725,1,Laboratory Technician,Single,23190,3.0,18,0,4,0,3,2015-12-31 00:00:00,3724,3725,3.0,3.0,3.0,2015-12-31 00:00:00,3724,3725,2,2015-12-31 00:00:00,,0
3725,53,Travel_Rarely,Research & Development,2,4,Technical Degree,3726,2,Manager,Single,116910,4.0,20,0,2,8,8,2015-12-31 00:00:00,3725,3726,4.0,2.0,2.0,2015-12-31 00:00:00,3725,3726,3,2015-12-31 00:00:00,,0
3726,49,Travel_Rarely,Research & Development,7,3,Life Sciences,3727,3,Laboratory Technician,Married,53240,2.0,19,0,2,1,2,2015-12-31 00:00:00,3726,3727,1.0,3.0,2.0,2015-12-31 00:00:00,3726,3727,1,2015-12-31 00:00:00,,0
3727,40,Travel_Rarely,Research & Development,2,4,Life Sciences,3728,3,Laboratory Technician,Divorced,167520,2.0,18,1,3,1,2,2015-12-31 00:00:00,3727,3728,3.0,3.0,4.0,2015-12-31 00:00:00,3727,3728,3,2015-12-31 00:00:00,,0
3728,44,Travel_Rarely,Research & Development,5,1,Other,3729,3,Research Scientist,Single,52280,1.0,13,0,2,1,3,2015-12-31 00:00:00,3728,3729,4.0,2.0,2.0,2015-12-31 00:00:00,3728,3729,4,2015-12-31 00:00:00,,0
3729,33,Travel_Frequently,Human Resources,10,3,Medical,3730,2,Sales Executive,Married,27000,0.0,14,3,2,0,3,2015-12-31 00:00:00,3729,3730,4.0,1.0,3.0,2015-12-31 00:00:00,3729,3730,3,2015-12-31 00:00:00,,0
3730,34,Travel_Rarely,Research & Development,10,4,Life Sciences,3731,1,Sales Representative,Single,192460,3.0,15,1,5,3,12,2015-12-31 00:00:00,3730,3731,4.0,1.0,3.0,2015-12-31 00:00:00,3730,3731,3,2015-12-31 00:00:00,,0
3731,30,Travel_Rarely,Sales,1,2,Technical Degree,3732,1,Laboratory Technician,Married,25060,8.0,22,0,3,2,2,2015-12-31 00:00:00,3731,3732,4.0,3.0,2.0,2015-12-31 00:00:00,3731,3732,3,2015-12-31 00:00:00,,0
3732,42,Travel_Frequently,Research & Development,8,4,Medical,3733,1,Sales Executive,Single,60620,1.0,22,2,2,5,8,2015-12-31 00:00:00,3732,3733,1.0,4.0,3.0,2015-12-31 00:00:00,3732,3733,3,2015-12-31 00:00:00,,0
3733,44,Travel_Frequently,Research & Development,5,3,Life Sciences,3734,5,Manufacturing Director,Married,43820,7.0,16,2,2,0,0,2015-12-31 00:00:00,3733,3734,1.0,3.0,2.0,2015-12-31 00:00:00,3733,3734,3,2015-12-31 00:00:00,,0
3734,30,Non-Travel,Research & Development,8,3,Life Sciences,3735,1,Manufacturing Director,Divorced,21430,1.0,17,1,2,0,0,2015-12-31 00:00:00,3734,3735,3.0,3.0,2.0,2015-12-31 00:00:00,3734,3735,3,2015-12-31 00:00:00,,0
3735,57,Travel_Rarely,Sales,2,1,Life Sciences,3736,3,Research Scientist,Married,61620,0.0,14,0,5,2,8,2015-12-31 00:00:00,3735,3736,2.0,3.0,2.0,2015-12-31 00:00:00,3735,3736,2,2015-12-31 00:00:00,,0
3736,49,Travel_Rarely,Research & Development,7,3,Technical Degree,3737,2,Sales Executive,Divorced,50940,3.0,15,0,5,0,7,2015-12-31 00:00:00,3736,3737,3.0,2.0,3.0,2015-12-31 00:00:00,3736,3737,3,2015-12-31 00:00:00,,0
3737,34,Travel_Frequently,Research & Development,2,4,Medical,3738,2,Sales Representative,Divorced,68770,7.0,20,0,3,6,9,2015-12-31 00:00:00,3737,3738,2.0,1.0,2.0,2015-12-31 00:00:00,3737,3738,3,2015-12-31 00:00:00,,0
3738,28,Travel_Frequently,Research & Development,2,3,Medical,3739,1,Research Scientist,Married,22740,3.0,20,1,5,1,2,2015-12-31 00:00:00,3738,3739,1.0,3.0,4.0,2015-12-31 00:00:00,3738,3739,3,2015-12-31 00:00:00,3739.0,1
3739,29,Travel_Frequently,Research & Development,28,3,Medical,3740,5,Research Scientist,Single,44340,5.0,17,3,1,0,0,2015-12-31 00:00:00,3739,3740,1.0,2.0,1.0,2015-12-31 00:00:00,3739,3740,3,2015-12-31 00:00:00,3740.0,1
3740,34,Travel_Rarely,Research & Development,7,1,Medical,3741,1,Research Scientist,Single,62880,0.0,15,1,2,10,10,2015-12-31 00:00:00,3740,3741,1.0,2.0,4.0,2015-12-31 00:00:00,3740,3741,3,2015-12-31 00:00:00,3741.0,1
3741,35,Travel_Rarely,Sales,7,4,Other,3742,4,Healthcare Representative,Married,25530,1.0,14,1,4,0,0,2015-12-31 00:00:00,3741,3742,4.0,3.0,3.0,2015-12-31 00:00:00,3741,3742,2,2015-12-31 00:00:00,,0
3742,24,Travel_Frequently,Sales,3,3,Life Sciences,3743,2,Research Scientist,Single,76540,2.0,17,1,3,0,0,2015-12-31 00:00:00,3742,3743,2.0,1.0,2.0,2015-12-31 00:00:00,3742,3743,2,2015-12-31 00:00:00,3743.0,1
3743,24,Non-Travel,Research & Development,10,3,Life Sciences,3744,2,Manager,Married,51600,1.0,17,1,3,0,0,2015-12-31 00:00:00,3743,3744,4.0,2.0,3.0,2015-12-31 00:00:00,3743,3744,1,2015-12-31 00:00:00,,0
3744,44,Travel_Frequently,Research & Development,5,2,Medical,3745,2,Research Scientist,Single,171590,5.0,22,1,1,2,2,2015-12-31 00:00:00,3744,3745,2.0,3.0,2.0,2015-12-31 00:00:00,3744,3745,2,2015-12-31 00:00:00,,0
3745,29,Travel_Rarely,Sales,10,2,Life Sciences,3746,1,Sales Executive,Divorced,128080,1.0,13,0,6,0,4,2015-12-31 00:00:00,3745,3746,3.0,3.0,3.0,2015-12-31 00:00:00,3745,3746,3,2015-12-31 00:00:00,,0
3746,30,Travel_Rarely,Research & Development,1,2,Life Sciences,3747,3,Sales Executive,Divorced,102210,0.0,19,1,2,1,3,2015-12-31 00:00:00,3746,3747,3.0,3.0,4.0,2015-12-31 00:00:00,3746,3747,3,2015-12-31 00:00:00,,0
3747,55,Travel_Rarely,Sales,20,3,Marketing,3748,2,Research Scientist,Married,47790,0.0,14,1,6,1,2,2015-12-31 00:00:00,3747,3748,4.0,3.0,3.0,2015-12-31 00:00:00,3747,3748,3,2015-12-31 00:00:00,,0
3748,33,Travel_Rarely,Research & Development,7,2,Life Sciences,3749,2,Research Scientist,Married,37370,8.0,22,2,2,0,2,2015-12-31 00:00:00,3748,3749,1.0,2.0,3.0,2015-12-31 00:00:00,3748,3749,3,2015-12-31 00:00:00,,0
3749,47,Travel_Rarely,Research & Development,8,4,Medical,3750,2,Sales Representative,Married,23660,3.0,17,0,5,1,2,2015-12-31 00:00:00,3749,3750,3.0,3.0,2.0,2015-12-31 00:00:00,3749,3750,2,2015-12-31 00:00:00,,0
3750,28,Travel_Frequently,Sales,1,3,Marketing,3751,2,Laboratory Technician,Single,17060,7.0,12,0,3,0,0,2015-12-31 00:00:00,3750,3751,3.0,1.0,2.0,2015-12-31 00:00:00,3750,3751,3,2015-12-31 00:00:00,3751.0,1
3751,28,Travel_Rarely,Sales,8,4,Marketing,3752,1,Laboratory Technician,Divorced,163070,1.0,16,0,3,0,0,2015-12-31 00:00:00,3751,3752,1.0,3.0,1.0,2015-12-31 00:00:00,3751,3752,2,2015-12-31 00:00:00,,0
3752,28,Travel_Frequently,Research & Development,9,3,Life Sciences,3753,2,Sales Executive,Single,59330,0.0,11,0,3,1,3,2015-12-31 00:00:00,3752,3753,3.0,1.0,3.0,2015-12-31 00:00:00,3752,3753,3,2015-12-31 00:00:00,,0
3753,49,Travel_Rarely,Research & Development,5,4,Life Sciences,3754,1,Research Scientist,Married,34240,4.0,11,0,3,1,2,2015-12-31 00:00:00,3753,3754,3.0,1.0,3.0,2015-12-31 00:00:00,3753,3754,3,2015-12-31 00:00:00,,0
3754,29,Travel_Frequently,Research & Development,8,1,Medical,3755,1,Research Scientist,Married,40370,0.0,14,0,2,0,2,2015-12-31 00:00:00,3754,3755,4.0,2.0,3.0,2015-12-31 00:00:00,3754,3755,1,2015-12-31 00:00:00,,0
3755,28,Travel_Rarely,Research & Development,5,1,Technical Degree,3756,2,Laboratory Technician,Married,25590,1.0,11,0,3,1,7,2015-12-31 00:00:00,3755,3756,3.0,2.0,2.0,2015-12-31 00:00:00,3755,3756,2,2015-12-31 00:00:00,,0
3756,33,Travel_Rarely,Research & Development,15,4,Life Sciences,3757,1,Sales Executive,Single,62010,2.0,15,3,2,0,0,2015-12-31 00:00:00,3756,3757,4.0,3.0,3.0,2015-12-31 00:00:00,3756,3757,2,2015-12-31 00:00:00,,0
3757,32,Travel_Rarely,Research & Development,7,3,Life Sciences,3758,3,Laboratory Technician,Single,44030,2.0,20,0,3,0,0,2015-12-31 00:00:00,3757,3758,3.0,4.0,4.0,2015-12-31 00:00:00,3757,3758,2,2015-12-31 00:00:00,,0
3758,54,Travel_Frequently,Sales,10,3,Life Sciences,3759,4,Research Scientist,Divorced,37610,3.0,12,0,3,1,12,2015-12-31 00:00:00,3758,3759,2.0,4.0,3.0,2015-12-31 00:00:00,3758,3759,2,2015-12-31 00:00:00,,0
3759,29,Travel_Rarely,Research & Development,5,3,Life Sciences,3760,2,Research Scientist,Single,109340,6.0,17,2,2,0,7,2015-12-31 00:00:00,3759,3760,1.0,1.0,1.0,2015-12-31 00:00:00,3759,3760,3,2015-12-31 00:00:00,3760.0,1
3760,44,Travel_Rarely,Sales,26,1,Marketing,3761,1,Sales Representative,Married,107610,3.0,11,1,5,14,17,2015-12-31 00:00:00,3760,3761,4.0,1.0,4.0,2015-12-31 00:00:00,3760,3761,2,2015-12-31 00:00:00,,0
3761,39,Travel_Rarely,Sales,6,1,Technical Degree,3762,2,Laboratory Technician,Single,51750,4.0,17,1,2,2,2,2015-12-31 00:00:00,3761,3762,2.0,2.0,3.0,2015-12-31 00:00:00,3761,3762,4,2015-12-31 00:00:00,,0
3762,46,Travel_Rarely,Research & Development,4,2,Life Sciences,3763,3,Manufacturing Director,Married,138260,8.0,11,0,1,5,1,2015-12-31 00:00:00,3762,3763,3.0,2.0,4.0,2015-12-31 00:00:00,3762,3763,2,2015-12-31 00:00:00,,0
3763,35,Travel_Rarely,Research & Development,23,4,Life Sciences,3764,2,Research Scientist,Single,63340,1.0,14,0,2,3,3,2015-12-31 00:00:00,3763,3764,4.0,2.0,1.0,2015-12-31 00:00:00,3763,3764,4,2015-12-31 00:00:00,,0
3764,23,Travel_Rarely,Research & Development,2,4,Medical,3765,2,Manager,Single,49360,0.0,19,1,2,1,2,2015-12-31 00:00:00,3764,3765,1.0,3.0,3.0,2015-12-31 00:00:00,3764,3765,2,2015-12-31 00:00:00,,0
3765,40,Travel_Rarely,Research & Development,2,3,Medical,3766,2,Research Director,Single,47750,3.0,15,1,3,1,0,2015-12-31 00:00:00,3765,3766,4.0,1.0,1.0,2015-12-31 00:00:00,3765,3766,4,2015-12-31 00:00:00,,0
3766,34,Travel_Rarely,Human Resources,2,3,Human Resources,3767,2,Manufacturing Director,Married,28180,1.0,13,1,2,8,6,2015-12-31 00:00:00,3766,3767,4.0,3.0,3.0,2015-12-31 00:00:00,3766,3767,3,2015-12-31 00:00:00,,0
3767,31,Travel_Frequently,Research & Development,29,3,Life Sciences,3768,2,Healthcare Representative,Single,25150,1.0,14,0,3,7,7,2015-12-31 00:00:00,3767,3768,4.0,3.0,1.0,2015-12-31 00:00:00,3767,3768,2,2015-12-31 00:00:00,3768.0,1
3768,50,Travel_Frequently,Research & Development,6,3,Medical,3769,1,Manager,Single,23420,1.0,12,1,2,13,9,2015-12-31 00:00:00,3768,3769,3.0,4.0,3.0,2015-12-31 00:00:00,3768,3769,2,2015-12-31 00:00:00,,0
3769,34,Travel_Rarely,Sales,25,5,Marketing,3770,1,Research Scientist,Married,41940,0.0,17,2,3,5,7,2015-12-31 00:00:00,3769,3770,2.0,3.0,3.0,2015-12-31 00:00:00,3769,3770,3,2015-12-31 00:00:00,,0
3770,42,Travel_Rarely,Research & Development,1,3,Life Sciences,3771,1,Manufacturing Director,Married,106850,4.0,11,3,2,0,0,2015-12-31 00:00:00,3770,3771,3.0,2.0,3.0,2015-12-31 00:00:00,3770,3771,3,2015-12-31 00:00:00,,0
3771,37,Travel_Rarely,Research & Development,2,2,Medical,3772,1,Research Scientist,Married,20220,1.0,12,0,1,3,7,2015-12-31 00:00:00,3771,3772,1.0,4.0,3.0,2015-12-31 00:00:00,3771,3772,3,2015-12-31 00:00:00,,0
3772,29,Travel_Rarely,Research & Development,1,3,Medical,3773,1,Manager,Married,23140,3.0,13,0,5,0,7,2015-12-31 00:00:00,3772,3773,3.0,1.0,3.0,2015-12-31 00:00:00,3772,3773,4,2015-12-31 00:00:00,,0
3773,33,Travel_Rarely,Research & Development,1,1,Life Sciences,3774,1,Research Scientist,Single,42560,1.0,13,3,1,0,2,2015-12-31 00:00:00,3773,3774,4.0,2.0,3.0,2015-12-31 00:00:00,3773,3774,3,2015-12-31 00:00:00,,0
3774,45,Travel_Rarely,Sales,3,3,Life Sciences,3775,3,Laboratory Technician,Married,35800,4.0,20,1,1,0,3,2015-12-31 00:00:00,3774,3775,4.0,4.0,3.0,2015-12-31 00:00:00,3774,3775,2,2015-12-31 00:00:00,,0
3775,42,Travel_Frequently,Human Resources,1,4,Technical Degree,3776,2,Manufacturing Director,Married,31620,2.0,17,2,1,13,9,2015-12-31 00:00:00,3775,3776,4.0,4.0,1.0,2015-12-31 00:00:00,3775,3776,3,2015-12-31 00:00:00,,0
3776,40,Travel_Rarely,Sales,10,1,Life Sciences,3777,1,Manufacturing Director,Married,65240,0.0,13,1,2,7,1,2015-12-31 00:00:00,3776,3777,1.0,1.0,4.0,2015-12-31 00:00:00,3776,3777,4,2015-12-31 00:00:00,,0
3777,33,Travel_Rarely,Research & Development,9,3,Medical,3778,2,Manufacturing Director,Married,28990,1.0,17,0,3,5,7,2015-12-31 00:00:00,3777,3778,2.0,3.0,3.0,2015-12-31 00:00:00,3777,3778,2,2015-12-31 00:00:00,,0
3778,40,Travel_Rarely,Sales,5,5,Life Sciences,3779,1,Manufacturing Director,Single,52310,1.0,12,2,4,7,7,2015-12-31 00:00:00,3778,3779,3.0,3.0,3.0,2015-12-31 00:00:00,3778,3779,3,2015-12-31 00:00:00,,0
3779,24,Travel_Rarely,Sales,10,2,Marketing,3780,1,Manufacturing Director,Divorced,23560,0.0,13,0,5,0,0,2015-12-31 00:00:00,3779,3780,3.0,1.0,3.0,2015-12-31 00:00:00,3779,3780,3,2015-12-31 00:00:00,,0
3780,40,Non-Travel,Research & Development,7,3,Medical,3781,1,Research Scientist,Divorced,28000,3.0,12,2,0,2,2,2015-12-31 00:00:00,3780,3781,4.0,4.0,3.0,2015-12-31 00:00:00,3780,3781,2,2015-12-31 00:00:00,,0
3781,45,Travel_Rarely,Research & Development,4,3,Medical,3782,3,Laboratory Technician,Divorced,118360,1.0,22,0,2,7,7,2015-12-31 00:00:00,3781,3782,1.0,2.0,3.0,2015-12-31 00:00:00,3781,3782,4,2015-12-31 00:00:00,,0
3782,35,Travel_Rarely,Research & Development,10,1,Life Sciences,3783,1,Healthcare Representative,Married,109030,0.0,11,0,3,4,2,2015-12-31 00:00:00,3782,3783,2.0,3.0,3.0,2015-12-31 00:00:00,3782,3783,4,2015-12-31 00:00:00,,0
3783,32,Travel_Rarely,Research & Development,22,4,Medical,3784,1,Sales Executive,Married,29730,3.0,22,0,0,2,5,2015-12-31 00:00:00,3783,3784,4.0,2.0,3.0,2015-12-31 00:00:00,3783,3784,4,2015-12-31 00:00:00,,0
3784,36,Travel_Rarely,Sales,9,3,Marketing,3785,4,Research Scientist,Single,142750,3.0,18,1,5,1,2,2015-12-31 00:00:00,3784,3785,3.0,4.0,2.0,2015-12-31 00:00:00,3784,3785,2,2015-12-31 00:00:00,,0
3785,48,Travel_Rarely,Research & Development,12,4,Medical,3786,1,Laboratory Technician,Divorced,55620,8.0,13,1,2,7,7,2015-12-31 00:00:00,3785,3786,3.0,3.0,3.0,2015-12-31 00:00:00,3785,3786,3,2015-12-31 00:00:00,,0
3786,29,Travel_Rarely,Research & Development,23,4,Life Sciences,3787,2,Healthcare Representative,Married,45370,6.0,18,1,5,0,0,2015-12-31 00:00:00,3786,3787,3.0,3.0,2.0,2015-12-31 00:00:00,3786,3787,4,2015-12-31 00:00:00,,0
3787,33,Travel_Rarely,Research & Development,9,1,Medical,3788,1,Healthcare Representative,Married,76420,2.0,20,1,2,2,2,2015-12-31 00:00:00,3787,3788,1.0,1.0,1.0,2015-12-31 00:00:00,3787,3788,2,2015-12-31 00:00:00,,0
3788,30,Travel_Rarely,Research & Development,1,3,Other,3789,3,Sales Executive,Married,179240,1.0,13,2,2,6,7,2015-12-31 00:00:00,3788,3789,2.0,1.0,3.0,2015-12-31 00:00:00,3788,3789,3,2015-12-31 00:00:00,3789.0,1
3789,38,Travel_Frequently,Sales,9,3,Marketing,3790,1,Manufacturing Director,Married,52040,3.0,13,1,2,1,2,2015-12-31 00:00:00,3789,3790,3.0,3.0,3.0,2015-12-31 00:00:00,3789,3790,3,2015-12-31 00:00:00,,0
3790,35,Travel_Rarely,Sales,7,2,Life Sciences,3791,1,Sales Executive,Single,22770,1.0,12,1,2,1,2,2015-12-31 00:00:00,3790,3791,4.0,1.0,3.0,2015-12-31 00:00:00,3790,3791,3,2015-12-31 00:00:00,,0
3791,30,Travel_Rarely,Research & Development,14,3,Technical Degree,3792,5,Research Director,Married,27950,3.0,13,0,4,1,3,2015-12-31 00:00:00,3791,3792,3.0,2.0,3.0,2015-12-31 00:00:00,3791,3792,3,2015-12-31 00:00:00,,0
3792,35,Travel_Rarely,Research & Development,2,3,Medical,3793,1,Research Scientist,Divorced,25320,1.0,13,0,2,0,0,2015-12-31 00:00:00,3792,3793,1.0,1.0,3.0,2015-12-31 00:00:00,3792,3793,1,2015-12-31 00:00:00,3793.0,1
3793,53,Travel_Rarely,Research & Development,19,3,Life Sciences,3794,2,Manager,Married,25590,0.0,25,0,2,1,9,2015-12-31 00:00:00,3793,3794,3.0,4.0,3.0,2015-12-31 00:00:00,3793,3794,3,2015-12-31 00:00:00,,0
3794,38,Travel_Rarely,Research & Development,2,3,Medical,3795,3,Sales Executive,Married,49080,4.0,19,1,3,1,4,2015-12-31 00:00:00,3794,3795,3.0,2.0,3.0,2015-12-31 00:00:00,3794,3795,2,2015-12-31 00:00:00,,0
3795,32,Non-Travel,Research & Development,10,4,Life Sciences,3796,5,Research Scientist,Married,23800,4.0,13,0,5,1,2,2015-12-31 00:00:00,3795,3796,4.0,1.0,2.0,2015-12-31 00:00:00,3795,3796,3,2015-12-31 00:00:00,,0
3796,48,Travel_Rarely,Research & Development,2,5,Life Sciences,3797,1,Sales Executive,Married,47650,8.0,12,1,4,7,6,2015-12-31 00:00:00,3796,3797,3.0,1.0,2.0,2015-12-31 00:00:00,3796,3797,3,2015-12-31 00:00:00,,0
3797,34,Travel_Rarely,Research & Development,3,3,Life Sciences,3798,2,Sales Executive,Single,20440,1.0,11,0,2,0,0,2015-12-31 00:00:00,3797,3798,1.0,4.0,1.0,2015-12-31 00:00:00,3797,3798,3,2015-12-31 00:00:00,,0
3798,55,Travel_Rarely,Research & Development,11,1,Medical,3799,1,Laboratory Technician,Married,26930,1.0,18,0,6,2,13,2015-12-31 00:00:00,3798,3799,3.0,4.0,3.0,2015-12-31 00:00:00,3798,3799,2,2015-12-31 00:00:00,,0
3799,34,Travel_Rarely,Research & Development,2,2,Life Sciences,3800,2,Research Scientist,Married,65860,9.0,18,1,3,2,1,2015-12-31 00:00:00,3799,3800,2.0,4.0,2.0,2015-12-31 00:00:00,3799,3800,3,2015-12-31 00:00:00,,0
3800,26,Travel_Rarely,Research & Development,4,3,Life Sciences,3801,1,Research Director,Married,32940,1.0,11,0,6,0,0,2015-12-31 00:00:00,3800,3801,1.0,4.0,3.0,2015-12-31 00:00:00,3800,3801,3,2015-12-31 00:00:00,,0
3801,38,Travel_Rarely,Sales,14,2,Marketing,3802,1,Sales Executive,Married,41710,0.0,23,0,4,7,7,2015-12-31 00:00:00,3801,3802,3.0,2.0,3.0,2015-12-31 00:00:00,3801,3802,4,2015-12-31 00:00:00,,0
3802,38,Travel_Rarely,Research & Development,2,3,Life Sciences,3803,1,Manufacturing Director,Single,27780,2.0,13,0,5,1,2,2015-12-31 00:00:00,3802,3803,2.0,2.0,4.0,2015-12-31 00:00:00,3802,3803,2,2015-12-31 00:00:00,,0
3803,36,Travel_Rarely,Human Resources,1,3,Human Resources,3804,1,Research Scientist,Single,23770,6.0,13,2,3,0,0,2015-12-31 00:00:00,3803,3804,2.0,3.0,3.0,2015-12-31 00:00:00,3803,3804,3,2015-12-31 00:00:00,,0
3804,29,Travel_Rarely,Research & Development,10,3,Life Sciences,3805,1,Sales Representative,Single,24040,1.0,17,0,3,1,5,2015-12-31 00:00:00,3804,3805,2.0,1.0,3.0,2015-12-31 00:00:00,3804,3805,2,2015-12-31 00:00:00,,0
3805,35,Travel_Rarely,Sales,12,2,Life Sciences,3806,2,Sales Executive,Single,23180,3.0,19,0,4,0,4,2015-12-31 00:00:00,3805,3806,1.0,3.0,3.0,2015-12-31 00:00:00,3805,3806,4,2015-12-31 00:00:00,,0
3806,39,Travel_Rarely,Sales,2,2,Medical,3807,1,Sales Executive,Married,20080,2.0,12,0,3,7,6,2015-12-31 00:00:00,3806,3807,4.0,3.0,3.0,2015-12-31 00:00:00,3806,3807,3,2015-12-31 00:00:00,,0
